FID,serial,wkb_geometry,name,description,timestamp,begin,end,altitudemode,tessellate,extrude,visibility,draworder,icon,id_zonamusculacion,nomzonamusculacion,ubicacion,foto,id_maquina,nommaquina,nivel,icono,funcion,desarrollo,precauciones,maquinafoto1,maquinafoto2,x,y
da_zonasMusculacion.fid--295bdb9_15f70688162_1521,24210,POINT (-4.448737999873339 36.700666034353475),,,,,,,-1,-1,-1,0,,102,Cl. Niño de Gloria,Número 2 (Junto Biblioteca Pública Narciso Díaz Escovar/Centro Ciudadano Lorenzo Muñoz-Bda. El Torcal),http://geoportal.malaga.eu/img/deportes/fz_102.jpg,2,Banco,1,http://geoportal.malaga.eu/img/deportes/im2.png,Mejorar la circulación de los miembros inferiores.,"Sentados en el banco, con la espalda apoyada en el respaldo, elevamos alternativamente las piernas. Podremos colocar la puntera del pie orientada hacia delante o mirando arriba para conseguir distintos objetivos.También se pueden elevar las dos piernas a la vez.",Se debe mantener la espalda apoyada en el banco.Los movimientos deben ser lentos y controlados,http://geoportal.malaga.eu/img/deportes/fm_2_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_2_2.jpg,370589.482,4062645.0179
da_zonasMusculacion.fid--295bdb9_15f70688162_1522,24211,POINT (-4.448737999873339 36.700666034353475),,,,,,,-1,-1,-1,0,,102,Cl. Niño de Gloria,Número 2 (Junto Biblioteca Pública Narciso Díaz Escovar/Centro Ciudadano Lorenzo Muñoz-Bda. El Torcal),http://geoportal.malaga.eu/img/deportes/fz_102.jpg,20,Paso de obstáculos,1,http://geoportal.malaga.eu/img/deportes/im20.png,Mejorar la marchaAumentar el equilibrio,"Colóquese entre las barras paralelas y, agarrándose con ambas manos, ponga un pie a cada lado de los apoyos del suelo (tal como se ve en la imagen) e inicie el desplazamiento hacia delante. Cuando se encuentre seguro, realícelo hacia atrás.",Caminar lentamente y no hacer giros bruscos.,http://geoportal.malaga.eu/img/deportes/fm_20_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_20_2.jpg,370589.482,4062645.0179
da_zonasMusculacion.fid--295bdb9_15f70688162_1523,24212,POINT (-4.448737999873339 36.700666034353475),,,,,,,-1,-1,-1,0,,102,Cl. Niño de Gloria,Número 2 (Junto Biblioteca Pública Narciso Díaz Escovar/Centro Ciudadano Lorenzo Muñoz-Bda. El Torcal),http://geoportal.malaga.eu/img/deportes/fz_102.jpg,23,Rodillo giratorio,1,http://geoportal.malaga.eu/img/deportes/im23.png,Mantener o aumentar la flexibilidad de la muñeca.,"Colóquese frente al aparato y agarrando los asideros, gire la muñeca hacia arriba y hacia abajo.",Los movimientos deben ser lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_23_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_23_2.jpg,370589.482,4062645.0179
da_zonasMusculacion.fid--295bdb9_15f70688162_1524,24213,POINT (-4.448737999873339 36.700666034353475),,,,,,,-1,-1,-1,0,,102,Cl. Niño de Gloria,Número 2 (Junto Biblioteca Pública Narciso Díaz Escovar/Centro Ciudadano Lorenzo Muñoz-Bda. El Torcal),http://geoportal.malaga.eu/img/deportes/fz_102.jpg,24,Rodillo para muñecas,1,http://geoportal.malaga.eu/img/deportes/im24.png,Mantener o aumentar la flexibilidad y movilidad de la muñeca y codo.,"Sitúese frente a la placa y, agarrando el asidero con una mano, muévalahacia la derecha y hacia la izquierda. Repita con la otra mano.",Los movimientos deben ser lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_24_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_24_2.jpg,370589.482,4062645.0179
da_zonasMusculacion.fid--295bdb9_15f70688162_1525,24214,POINT (-4.448737999873339 36.700666034353475),,,,,,,-1,-1,-1,0,,102,Cl. Niño de Gloria,Número 2 (Junto Biblioteca Pública Narciso Díaz Escovar/Centro Ciudadano Lorenzo Muñoz-Bda. El Torcal),http://geoportal.malaga.eu/img/deportes/fz_102.jpg,26,Silla con pedales,1,http://geoportal.malaga.eu/img/deportes/im26.png,Aumentar la capacidad cardiaca y pulmonar.Desarrollar la movilidad articular de la rodilla,"Siéntese cómodamente en el banco y coloque ambos pies sobre los pedales. Pedalee. Como variante, puede realizar el pedaleo hacia atrás.",Los movimientos deben ser lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_26_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_26_2.jpg,370589.482,4062645.0179
da_zonasMusculacion.fid--295bdb9_15f70688162_1526,24215,POINT (-4.448737999873339 36.700666034353475),,,,,,,-1,-1,-1,0,,102,Cl. Niño de Gloria,Número 2 (Junto Biblioteca Pública Narciso Díaz Escovar/Centro Ciudadano Lorenzo Muñoz-Bda. El Torcal),http://geoportal.malaga.eu/img/deportes/fz_102.jpg,27,Timón o Rueda de hombros,1,http://geoportal.malaga.eu/img/deportes/im27.png,Mantener o aumentar la movilidad articular del hombro y del codo.,"Colóquese de lado al aparato y, agarrando el asidero, gire la rueda en un sentido y en otro.Realice ahora el mismo movimiento de frente al aparato.",Los movimientos deben ser lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_27_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_27_2.jpg,370589.482,4062645.0179
da_zonasMusculacion.fid--295bdb9_15f70688162_1527,24216,POINT (-4.448737999873339 36.700666034353475),,,,,,,-1,-1,-1,0,,102,Cl. Niño de Gloria,Número 2 (Junto Biblioteca Pública Narciso Díaz Escovar/Centro Ciudadano Lorenzo Muñoz-Bda. El Torcal),http://geoportal.malaga.eu/img/deportes/fz_102.jpg,28,Volante,1,http://geoportal.malaga.eu/img/deportes/im28.png,"Mejorar la movilidad de hombros, codos y muñecas.","Hay dos modalidades:1.- Situado de lado al aparato, realice movimientos circulares con una mano. Repita con la otra mano (Ver imagen).2.- Situdado frente a las ruedas, agarre cada asidero con una mano. Gire ambas ruedas hacia fuera, a continuación cambie el sentido de la rotación.",Realizar movimientos lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_28_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_28_2.jpg,370589.482,4062645.0179
da_zonasMusculacion.fid--295bdb9_15f70688162_1528,24217,POINT (-4.448737999873339 36.700666034353475),,,,,,,-1,-1,-1,0,,102,Cl. Niño de Gloria,Número 2 (Junto Biblioteca Pública Narciso Díaz Escovar/Centro Ciudadano Lorenzo Muñoz-Bda. El Torcal),http://geoportal.malaga.eu/img/deportes/fz_102.jpg,41,Step,2,http://geoportal.malaga.eu/img/deportes/im41.png,Desarrollar la capacidad cardiaca y pulmonar. Tonificar el tronco y los miembros superiores e inferiores.,"Agárrese a la barra y súbase a la plataforma movible con cuidado. Empuje la base alternativamente con los pies, a la vez que mueve sus brazos arriba y abajo.",Suba y baje con cuidado,http://geoportal.malaga.eu/img/deportes/fm_41_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_41_2.jpg,370589.482,4062645.0179
da_zonasMusculacion.fid--295bdb9_15f70688162_1529,24218,POINT (-4.448737999873339 36.700666034353475),,,,,,,-1,-1,-1,0,,102,Cl. Niño de Gloria,Número 2 (Junto Biblioteca Pública Narciso Díaz Escovar/Centro Ciudadano Lorenzo Muñoz-Bda. El Torcal),http://geoportal.malaga.eu/img/deportes/fz_102.jpg,42,Ascensor o pullover vertical,3,http://geoportal.malaga.eu/img/deportes/im42.png,Mejorar la amplitud de la articulación del hombro. Fortalecer los músculos de la espalda y la zona anterior de brazos y antebrazos.,Nos sentamos mirando hacia fuera y con las manos agarrando las barras superiores. Flexionamos codos y empujamos hacia abajo acercando los codos al cuerpo.,Realizar los movimientos de forma controlada.,http://geoportal.malaga.eu/img/deportes/fm_42_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_42_2.jpg,370589.482,4062645.0179
da_zonasMusculacion.fid--295bdb9_15f70688162_152a,24219,POINT (-4.448737999873339 36.700666034353475),,,,,,,-1,-1,-1,0,,102,Cl. Niño de Gloria,Número 2 (Junto Biblioteca Pública Narciso Díaz Escovar/Centro Ciudadano Lorenzo Muñoz-Bda. El Torcal),http://geoportal.malaga.eu/img/deportes/fz_102.jpg,45,Elíptica doble,3,http://geoportal.malaga.eu/img/deportes/im45.png,Mejorar la movilidad de miembros superiores e inferiores.Desarrollar la capacidad cardiaca y pulmonar.,"Súbase en los apoyos, sujetando las manillas. Mueva las piernas y los brazos alternativamente, como si estuviera caminando. Esta máquina se puede compartir con otra persona.","Tenga cuidado al subir y bajar del aparato .Si hay otra persona usando el aparato, coordine el movimiento con ella.",http://geoportal.malaga.eu/img/deportes/fm_45_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_45_2.jpg,370589.482,4062645.0179
da_zonasMusculacion.fid--295bdb9_15f70688162_152b,24220,POINT (-4.448737999873339 36.700666034353475),,,,,,,-1,-1,-1,0,,102,Cl. Niño de Gloria,Número 2 (Junto Biblioteca Pública Narciso Díaz Escovar/Centro Ciudadano Lorenzo Muñoz-Bda. El Torcal),http://geoportal.malaga.eu/img/deportes/fz_102.jpg,46,Espaldera inclinada,3,http://geoportal.malaga.eu/img/deportes/im46.png,Aumentar la amplitud de movimientos en hombros y columna.,Apoye la espalda cuidadosamente sobre la estructura y eleve los brazos hasta agarrar el arco superior.,Ejercicio contraindicado para personas con problemas de espalda y cuello. No se deben elevar las piernas.,http://geoportal.malaga.eu/img/deportes/fm_46_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_46_2.jpg,370589.482,4062645.0179
da_zonasMusculacion.fid--295bdb9_15f70688162_152c,24221,POINT (-4.448737999873339 36.700666034353475),,,,,,,-1,-1,-1,0,,102,Cl. Niño de Gloria,Número 2 (Junto Biblioteca Pública Narciso Díaz Escovar/Centro Ciudadano Lorenzo Muñoz-Bda. El Torcal),http://geoportal.malaga.eu/img/deportes/fz_102.jpg,50,Péndulo o surf,3,http://geoportal.malaga.eu/img/deportes/im50.png,Tonificar la musculatura de brazos y pecho. Mejorar la coordinación general del cuerpo.,"Sujete con fuerza la barra con las manos y suba a la la plataforma. Bien asegurado, mueva las piernas y desplace el péndulo a ambos lados.",Realizar movimientos lentos y controlados para evitar desequilibrios.,http://geoportal.malaga.eu/img/deportes/fm_50_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_50_2.jpg,370589.482,4062645.0179
da_zonasMusculacion.fid--295bdb9_15f70688162_152d,24222,POINT (-4.448737999873339 36.700666034353475),,,,,,,-1,-1,-1,0,,102,Cl. Niño de Gloria,Número 2 (Junto Biblioteca Pública Narciso Díaz Escovar/Centro Ciudadano Lorenzo Muñoz-Bda. El Torcal),http://geoportal.malaga.eu/img/deportes/fz_102.jpg,52,Press de banca vertical,3,http://geoportal.malaga.eu/img/deportes/im52.png,"Desarrollar la musculatura de miembros superiores, pecho y hombros.Mejorar movilidad de hombros y codos.","Sentado en la silla, sujete las manillas con ambas manos y empuje lentamente hasta extender completamente los brazos.",Debe realizar movimientos lentos y controlados. No retenga la respiración durante la ejecución.,http://geoportal.malaga.eu/img/deportes/fm_52_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_52_2.jpg,370589.482,4062645.0179
da_zonasMusculacion.fid--295bdb9_15f70688162_152e,24223,POINT (-4.442788000106173 36.68876903481897),,,,,,,-1,-1,-1,0,,103,Pso. Marítimo Antonio Banderas,Número 1 (Junto a Gta. Primero de Mayo),http://geoportal.malaga.eu/img/deportes/fz_103.jpg,14,Giro de cintura,1,http://geoportal.malaga.eu/img/deportes/im14.png,Mejorar la musculatura abdominal.,"De pie, en la plataforma giratoria, con las manos en las empuñaduras y manteniendo el tronco derecho, se realizan rotaciones de la pelvis, de un lado a otro, manteniendo los hombros inmóviles.",No recomendado a personas con problemas lumbares.Evitar las rotaciones bruscas.,http://geoportal.malaga.eu/img/deportes/fm_14_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_14_2.jpg,371101.1425,4061317.175
da_zonasMusculacion.fid--295bdb9_15f70688162_152f,24224,POINT (-4.442788000106173 36.68876903481897),,,,,,,-1,-1,-1,0,,103,Pso. Marítimo Antonio Banderas,Número 1 (Junto a Gta. Primero de Mayo),http://geoportal.malaga.eu/img/deportes/fz_103.jpg,2,Banco,1,http://geoportal.malaga.eu/img/deportes/im2.png,Mejorar la circulación de los miembros inferiores.,"Sentados en el banco, con la espalda apoyada en el respaldo, elevamos alternativamente las piernas. Podremos colocar la puntera del pie orientada hacia delante o mirando arriba para conseguir distintos objetivos.También se pueden elevar las dos piernas a la vez.",Se debe mantener la espalda apoyada en el banco.Los movimientos deben ser lentos y controlados,http://geoportal.malaga.eu/img/deportes/fm_2_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_2_2.jpg,371101.1425,4061317.175
da_zonasMusculacion.fid--295bdb9_15f70688162_1530,24225,POINT (-4.442788000106173 36.68876903481897),,,,,,,-1,-1,-1,0,,103,Pso. Marítimo Antonio Banderas,Número 1 (Junto a Gta. Primero de Mayo),http://geoportal.malaga.eu/img/deportes/fz_103.jpg,28,Volante,1,http://geoportal.malaga.eu/img/deportes/im28.png,"Mejorar la movilidad de hombros, codos y muñecas.","Hay dos modalidades:1.- Situado de lado al aparato, realice movimientos circulares con una mano. Repita con la otra mano (Ver imagen).2.- Situdado frente a las ruedas, agarre cada asidero con una mano. Gire ambas ruedas hacia fuera, a continuación cambie el sentido de la rotación.",Realizar movimientos lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_28_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_28_2.jpg,371101.1425,4061317.175
da_zonasMusculacion.fid--295bdb9_15f70688162_1531,24226,POINT (-4.442788000106173 36.68876903481897),,,,,,,-1,-1,-1,0,,103,Pso. Marítimo Antonio Banderas,Número 1 (Junto a Gta. Primero de Mayo),http://geoportal.malaga.eu/img/deportes/fz_103.jpg,29,Andador,2,http://geoportal.malaga.eu/img/deportes/im29.png,"Mejorar la movilidad, tonicidad y coordinación de miembros inferiores. Aumentar la capacidad cardiaca y pulmonar","Admite dos modalidades:- Sitúese de lado al aparato, realizando movimientos circulares con una mano. Repetir con la otra.- Sitúese frente a las ruedas y agarre cada asidero con una mano.Gire ambas ruedas hacia fuera; a continuación cambie el sentido de la rotación.",Agarrar el asa con fuerza antes de subirNo abandonar el aparato hasta que los pedales estén parados y en paralelo.,http://geoportal.malaga.eu/img/deportes/fm_29_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_29_2.jpg,371101.1425,4061317.175
da_zonasMusculacion.fid--295bdb9_15f70688162_1532,24227,POINT (-4.442788000106173 36.68876903481897),,,,,,,-1,-1,-1,0,,103,Pso. Marítimo Antonio Banderas,Número 1 (Junto a Gta. Primero de Mayo),http://geoportal.malaga.eu/img/deportes/fz_103.jpg,42,Ascensor o pullover vertical,3,http://geoportal.malaga.eu/img/deportes/im42.png,Mejorar la amplitud de la articulación del hombro. Fortalecer los músculos de la espalda y la zona anterior de brazos y antebrazos.,Nos sentamos mirando hacia fuera y con las manos agarrando las barras superiores. Flexionamos codos y empujamos hacia abajo acercando los codos al cuerpo.,Realizar los movimientos de forma controlada.,http://geoportal.malaga.eu/img/deportes/fm_42_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_42_2.jpg,371101.1425,4061317.175
da_zonasMusculacion.fid--295bdb9_15f70688162_1533,24228,POINT (-4.442788000106173 36.68876903481897),,,,,,,-1,-1,-1,0,,103,Pso. Marítimo Antonio Banderas,Número 1 (Junto a Gta. Primero de Mayo),http://geoportal.malaga.eu/img/deportes/fz_103.jpg,43,Banco de abdominales,3,http://geoportal.malaga.eu/img/deportes/im43.png,Potenciar el tono muscular de nuestros abdominales.,"Nos sentamos con los pies fijados tras la barra y las manos cruzadas sobre el pecho. Dejamos caer el tronco ligeramente hacia atrás, frenando la caída y contrayendo la zona abdominal. Volvemos a recuperar la posición inicial lentamente.",Su mala ejecución puede provocar lesiones.No dejar caer el tronco excesivamente. Realizar movimientos lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_43_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_43_2.jpg,371101.1425,4061317.175
da_zonasMusculacion.fid--295bdb9_15f70688162_1534,24229,POINT (-4.442788000106173 36.68876903481897),,,,,,,-1,-1,-1,0,,103,Pso. Marítimo Antonio Banderas,Número 1 (Junto a Gta. Primero de Mayo),http://geoportal.malaga.eu/img/deportes/fz_103.jpg,52,Press de banca vertical,3,http://geoportal.malaga.eu/img/deportes/im52.png,"Desarrollar la musculatura de miembros superiores, pecho y hombros.Mejorar movilidad de hombros y codos.","Sentado en la silla, sujete las manillas con ambas manos y empuje lentamente hasta extender completamente los brazos.",Debe realizar movimientos lentos y controlados. No retenga la respiración durante la ejecución.,http://geoportal.malaga.eu/img/deportes/fm_52_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_52_2.jpg,371101.1425,4061317.175
da_zonasMusculacion.fid--295bdb9_15f70688162_1535,24230,POINT (-4.442788000106173 36.68876903481897),,,,,,,-1,-1,-1,0,,103,Pso. Marítimo Antonio Banderas,Número 1 (Junto a Gta. Primero de Mayo),http://geoportal.malaga.eu/img/deportes/fz_103.jpg,53,Máquina de remo,3,http://geoportal.malaga.eu/img/deportes/im53.png,"Desarrollar los músculos del tren superior, glúteos y muslos.","Siéntese en el banco y apoye los pies sobre el soporte. Agarre con fuerza las dos barras por la empuñadura y tire de ellas hacia el pecho, como el movimiento de remar.",Mantener siempre la espalda recta durante la ejecución.Realizar el movimiento de manera controlada.,http://geoportal.malaga.eu/img/deportes/fm_53_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_53_2.jpg,371101.1425,4061317.175
da_zonasMusculacion.fid--295bdb9_15f70688162_1536,24231,POINT (-4.442788000106173 36.68876903481897),,,,,,,-1,-1,-1,0,,103,Pso. Marítimo Antonio Banderas,Número 1 (Junto a Gta. Primero de Mayo),http://geoportal.malaga.eu/img/deportes/fz_103.jpg,58,Máquina de fondos,4,http://geoportal.malaga.eu/img/deportes/im58.png,Fortalecer la musculatura del hombro y abdomen.Aumentar la fuerza muscular de la espalda.,Súbase al aparato apoyando los brazos sobre las barras y dejando piernas en el aire. Flexione y extienda sus codos.,"Ejercicio de fuerza. Debe realizarse de manera controlada.En caso de dolor o molestia, suspenda la ejecución.",http://geoportal.malaga.eu/img/deportes/fm_58_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_58_2.jpg,371101.1425,4061317.175
da_zonasMusculacion.fid--295bdb9_15f70688162_1537,24232,POINT (-4.455413000016317 36.696334035014424),,,,,,,-1,-1,-1,0,,104,Cl. El Chano,Números 1-3 (Pl. Limeño),http://geoportal.malaga.eu/img/deportes/fz_104.jpg,14,Giro de cintura,1,http://geoportal.malaga.eu/img/deportes/im14.png,Mejorar la musculatura abdominal.,"De pie, en la plataforma giratoria, con las manos en las empuñaduras y manteniendo el tronco derecho, se realizan rotaciones de la pelvis, de un lado a otro, manteniendo los hombros inmóviles.",No recomendado a personas con problemas lumbares.Evitar las rotaciones bruscas.,http://geoportal.malaga.eu/img/deportes/fm_14_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_14_2.jpg,369985.8946,4062173.4683
